"Postal code area","X coordinate in metres","Y coordinate in metres"
"90620  Rusko-Heikinharju (Oulu)",432354,7215334
"90630  Korvensuora (Oulu)",436804,7213687
"90650  Haapalehto (Oulu)",432097,7211196
"90660  Sanginsuu (Oulu)",444353,7204147
"90670  Hiukkavaara (Oulu)",435845,7210469
"90800  Pateniemi (Oulu)",425093,7219324
"90810  Kiviniemi (Oulu)",419319,7223917
"90820  Kello (Oulu)",425478,7224104
"90830  Haukipudas Keskus (Oulu)",422297,7230435
"90840  Haukipudas Asemanseutu (Oulu)",431752,7232011
"90850  Martinniemi (Oulu)",421319,7233607
"90860  Halosenniemi (Oulu)",425697,7235909
"90900  Kiiminki Keskus (Oulu)",446797,7226611
"90910  Kontio (Oulu)",434758,7225667
"90940  Jääli (Oulu)",437862,7219064
"91100  Ii Keskus (Ii)",424033,7246040
"91110  Ii Asemanseutu (Ii)",430653,7246387
"91140  Olhava (Ii)",431462,7262518
"91150  Yli-Olhava (Ii)",437452,7271933
"91200  Yli-Ii Keskus (Oulu)",444601,7254574
"91210  Jakkukylä (Ii)",435999,7242052
"91240  Tannila (Oulu)",457487,7263108
"91260  Pahkakoski-Räinä (Oulu)",459355,7247027
"91300  Ylikiiminki Keskus (Oulu)",467479,7211417
"91310  Arkala (Oulu)",458858,7234914
"91410  Jokirinne (Muhos)",448340,7197631
"91430  Leppiniemi (Muhos)",454825,7191184
"91500  Muhos Keskus (Muhos)",456732,7184180
"91510  Rova (Muhos)",444757,7193572
"91560  Kylmälänkylä (Muhos)",465737,7160636
"91600  Utajärvi Keskus (Utajärvi)",480706,7178829
"91620  Sanginkylä (Utajärvi)",492196,7192717
"91630  Juorkuna (Utajärvi)",497380,7207922
"91640  Särkijärvi (Utajärvi)",511516,7199103
"91660  Ahmas (Utajärvi)",473053,7167025
"91670  Rokua (Utajärvi)",475202,7161861
"91700  Vaala Keskus-Oterma (Vaala)",489620,7155359
"91710  Jylhämä (Vaala)",489086,7161236
"91720  Oterma (Vaala)",504666,7174873
"91730  Kankari (Vaala)",499220,7157761
"91740  Jaalanka-Liminpuro (Vaala)",507951,7161232
"91750  Liminpuro (Vaala)",516618,7155899
"91760  Säräisniemi (Vaala)",492002,7140783
"91780  Neittävä (Vaala)",481973,7153847
"91790  Nuojua (Vaala)",482677,7161184
"91800  Tyrnävä (Tyrnävä)",445441,7174019
"91900  Liminka Keskus (Liminka)",421318,7182289
"91910  Tupos (Liminka)",426182,7193660
"91930  Ala-Temmes (Liminka)",430059,7182732
"91950  Temmes (Liminka)",435345,7168523
"91980  Lumijoki (Lumijoki)",412208,7188514
"92100  Raahe Keskus (Raahe)",379679,7175379
"92120  Ollinsaari-Mestauskallio (Raahe)",381606,7173544
"92130  Isoholmi-Antinkangas (Raahe)",381238,7176653
"92140  Pattijoki Keskus (Raahe)",389340,7177477
"92150  Kummatti-Junnilanmäki (Raahe)",379355,7173988
"92160  Saloinen (Raahe)",379130,7169567
"92180  Lapaluoto (Raahe)",376741,7173358
"92210  Arkkukari (Raahe)",377030,7167009
"92220  Piehinki (Raahe)",379106,7159746
"92230  Mattilanperä (Raahe)",385276,7164710
"92240  Lasikangas (Raahe)",388747,7169844
"92260  Kopsa (Raahe)",388913,7158987
"92320  Siikajoki Keskus (Siikajoki)",393408,7188347
"92330  Karinkanta (Siikajoki)",402397,7195175
"92350  Revonlahti (Siikajoki)",403679,7181134
"92400  Ruukki Keskus (Siikajoki)",409594,7172796
"92430  Paavola-Huumola (Siikajoki)",417130,7165392
"92440  Saarikoski (Siikajoki)",424997,7167052
"92450  Luohua (Siikajoki)",418337,7154978
"92470  Tuomioja (Siikajoki)",402385,7164828
"92500  Rantsila Keskus (Siikalatva)",441078,7150245
"92520  Sipola (Siikalatva)",446487,7144044
"92530  Mankila (Siikalatva)",428570,7162724
"92600  Pulkkila Keskus (Siikalatva)",438786,7129622
"92610  Vorna (Siikalatva)",448203,7137742
"92620  Piippola Keskus (Siikalatva)",452192,7114528
"92640  Leskelä (Siikalatva)",439489,7115912
"92650  Laakkola (Siikalatva)",436854,7122642
"92700  Kestilä (Siikalatva)",469263,7133171
"92810  Pelsonsuo (Vaala)",471080,7154158
"92830  Veneheitto (Vaala)",477678,7142446
"92910  Tavastkenkä (Pyhäntä)",475464,7113806
"92920  Ahokylä (Pyhäntä)",478625,7099843
"92930  Pyhäntä (Pyhäntä)",466796,7102459
"93100  Pudasjärvi Keskus (Pudasjärvi)",502584,7245953
"93140  Kipinä (Pudasjärvi)",480818,7238868
"93160  Hetejärvi (Pudasjärvi)",489931,7228265
"93170  Yli-Kollaja (Pudasjärvi)",477116,7255316
"93180  Ikosenniemi (Pudasjärvi)",481638,7265192
"93187  Ala-Siurua (Pudasjärvi)",469836,7266683
"93190  Yli-Siurua-Ikosenniemi (Pudasjärvi)",479710,7280509
"93195  Kokkokylä (Pudasjärvi)",482689,7285899
"93220  Livo (Pudasjärvi)",496667,7270901
"93225  Pärjänsuo (Pudasjärvi)",508762,7272397
"93240  Rytinki (Pudasjärvi)",510340,7288438
"93250  Sarajärvi (Pudasjärvi)",521939,7299519
"93270  Sotkajärvi (Pudasjärvi)",534138,7251046
"93277  Iinattijärvi (Pudasjärvi)",521848,7262982
"93280  Syöte (Pudasjärvi)",526459,7278425
"93290  Pintamo (Pudasjärvi)",531274,7260436
"93350  Jaurakkajärvi (Pudasjärvi)",533612,7229776
"93390  Puhoskylä (Pudasjärvi)",542132,7244102
"93400  Taivalkoski Keskus (Taivalkoski)",557576,7273046
"93420  Jurmu (Taivalkoski)",543058,7264412
"93440  Loukusa (Taivalkoski)",540266,7294827
"93470  Inget (Taivalkoski)",567317,7295614
"93540  Tyrövaara (Taivalkoski)",591453,7267416
"93590  Vanhala (Taivalkoski)",565422,7247649
"93600  Kuusamo (Kuusamo)",597645,7317541
"93700  Kurkijärvi - Oijusluoma (Kuusamo)",608616,7294032
"93800  Muojärvi (Kuusamo)",617978,7331092
"93830  Rukatunturi (Kuusamo)",598360,7339532
"93900  Oulangan kansallispuisto (Kuusamo)",594772,7360116
"93999  Lososaari (Kuusamo)",580331,7342516
"94100  Kemi Keskus (Kemi)",388099,7293040
"94200  Torvinen-Vainio (Kemi)",387336,7295418
"94300  Pajusaari (Kemi)",384720,7295921
"94400  Keminmaa Keskus (Keminmaa)",387430,7301578
"94430  Kaakamo (Tornio)",382244,7301459
"94450  Lassila-Jokisuu (Keminmaa)",385375,7299529
"94460  Ruottala (Tornio)",384827,7309240
"94500  Lautiosaari (Keminmaa)",406754,7311033
"94600  Ristikangas-Kivikko (Kemi)",392000,7294646
"94700  Takajärvi-Haukkari (Kemi)",393047,7291067
"94720  Peurasaari (Kemi)",389686,7290985
"94800  Veitsiluoto (Kemi)",391106,7287498
"94830  Pikku Berliini-Hepola (Kemi)",393824,7286155
"94900  Ajos (Kemi)",387764,7285891
"95100  Kuivaniemi Keskus (Ii)",425245,7283071
"95110  Kuivaniemi kk (Ii)",419752,7271093
"95130  Hyryoja (Ii)",434553,7280045
"95160  Oijärvi-Lamminperä (Ii)",454887,7285701
"95200  Simo Keskus (Simo)",417517,7292937
"95210  Filpus (Simo)",407389,7283502
"95220  Simoniemi (Simo)",404285,7282817
"95225  Viantie (Simo)",408787,7297639
"95230  Maksniemi (Simo)",397794,7289122
"95255  Alaniemi (Simo)",424150,7304556
"95260  Tainionjoki (Simo)",435656,7311254
"95270  Yli-Kärppä-Tainionjoki (Simo)",445560,7299058
"95300  Tervola Keskus (Tervola)",410282,7332594
"95310  Liedakkala (Keminmaa)",387980,7307773
"95315  Törmä (Keminmaa)",390700,7314172
"95325  Paakkola (Tervola)",393094,7323728
"95330  Tervola (Tervola)",394060,7342481
"95340  Loue (Tervola)",408124,7339901
"95350  Peura (Tervola)",415144,7338123
"95355  Koivu-Peura (Tervola)",432677,7340479
"95365  Maula (Keminmaa)",398805,7309500
"95370  Itäkoski (Keminmaa)",398593,7316130
"95375  Yli-Paakkola (Tervola)",399423,7321012
"95400  Tornio Keskus (Tornio)",370419,7297890
"95410  Kiviranta (Tornio)",370971,7308520
"95420  Miukki-Palosaari-Luotomäki (Tornio)",371239,7304940
"95430  Suensaari (Tornio)",369520,7307163
"95440  Kyläjoki (Tornio)",378425,7303625
"95450  Kirkonmäki (Tornio)",370698,7301331
"95460  Kantojärvi (Tornio)",377630,7311335
"95470  Pirkkiö-Röyttä (Tornio)",373258,7301878
"95490  Terästehtaanalue (Tornio)",371145,7296700
"95500  Vojakkala-Yli-Liakka (Tornio)",372541,7316065
"95520  Kukkola (Tornio)",368913,7320837
"95530  Karunki (Tornio)",369781,7336146
"95540  Korpikylä (Tornio)",363660,7340413
"95560  Aapajoki (Tornio)",371054,7325208
"95590  Arpela (Tornio)",382424,7332132
"95600  Ylitornio Keskus (Ylitornio)",364232,7357173
"95610  Kainuunkylä (Ylitornio)",356965,7350348
"95615  Pekanpää (Ylitornio)",356773,7344728
"95620  Aavasaksa (Ylitornio)",355965,7367101
"95630  Kuivakangas (Ylitornio)",353656,7370528
"95635  Kaulinranta (Ylitornio)",355388,7376008
"95640  Juoksenki (Pello)",366727,7382365
"95645  Turtola (Pello)",369982,7395196
"95655  Etelä-Portimojärvi (Ylitornio)",360814,7363532
"95660  Kantomaanpää (Ylitornio)",369254,7371434
"95670  Pessalompolo (Ylitornio)",381915,7381303
"95675  Meltosjärvi (Ylitornio)",399015,7380958
"95680  Lohijärvi (Ylitornio)",383575,7373454
"95690  Mellakoski (Ylitornio)",390791,7364406
"95700  Pello Keskus (Pello)",375356,7412680
"95710  Naamijoki (Pello)",366785,7428098
"95720  Jarhoinen (Pello)",363491,7431919
"95750  Orajärvi (Pello)",374779,7426906
"95760  Konttajärvi (Pello)",385944,7416534
"95770  Lankojärvi (Pello)",380048,7402980
"95780  Sirkkakoski (Pello)",384322,7395006
"95790  Lampsijärvi (Pello)",395495,7403453
"95800  Sieppijärvi-Taapajärvi (Kolari)",374055,7444724
"95830  Vaattojärvi (Kolari)",377387,7457081
"95840  Venejärvenkylä (Kolari)",381458,7465204
"95850  Ruokojärvi (Kolari)",390196,7455306
"95860  Pasmajärvi (Kolari)",385319,7439397
"95900  Kolari Keskus (Kolari)",368926,7480590
"95920  Saaripudas (Kolari)",361429,7479236
"95930  Äkäsjoensuu (Kolari)",357951,7486307
"95940  Tapojärvi (Muonio)",355987,7494607
"95950  Kihlanki-Tapojärvi (Muonio)",360566,7502461
"95970  Äkäslompolo (Muonio)",378059,7506060
"95980  Ylläsjärvi (Kolari)",384259,7493615
"95990  Kurtakko (Kolari)",380454,7477824
"96100  Rovaniemi Keskus (Rovaniemi)",436643,7385667
"96190  Lapinrinne-Ahokangas (Rovaniemi)",440165,7378925
"96200  Sahanperä-Ratantaus (Rovaniemi)",444025,7376973
"96300  Niemelänkangas-Korvanniemi (Rovaniemi)",441227,7374427
"96320  Teollisuuskylä (Rovaniemi)",439740,7375355
"96400  Pullinranta-Kiiruna (Rovaniemi)",443720,7371497
"96440  Ounasrinne (Rovaniemi)",448289,7374200
"96460  Pöykkölä (Rovaniemi)",446293,7373001
"96500  Korkalovaara (Rovaniemi)",439554,7378051
"96600  Koskenkylä (Rovaniemi)",453145,7373446
"96700  Niskanperä (Rovaniemi)",434489,7372689
"96800  Ylikylä-Patosaari (Rovaniemi)",434642,7381436
"96900  Saarenkylä (Rovaniemi)",449568,7398692
"96910  Syväsenvaara (Rovaniemi)",446137,7380239
"96930  Napapiiri Rovaniemi (Rovaniemi)",448463,7381659
"96960  Someroharju (Rovaniemi)",446909,7383332
"97110  Rautionsaari (Rovaniemi)",435781,7360622
"97130  Hirvas (Rovaniemi)",426516,7372020
"97140  Muurola (Rovaniemi)",415725,7362747
"97145  Totonvaara (Rovaniemi)",427111,7362794
"97160  Petäjäinen (Rovaniemi)",425034,7351479
"97170  Jaatila (Rovaniemi)",425942,7349135
"97220  Sinettä (Rovaniemi)",430358,7390425
"97240  Sonka (Rovaniemi)",418034,7395704
"97250  Raanujärvi (Ylitornio)",400745,7390971
"97280  Tapio (Rovaniemi)",431831,7401349
"97290  Marraskoski (Rovaniemi)",425554,7411317
"97310  Patokoski (Rovaniemi)",439393,7418971
"97320  Marrasjärvi (Rovaniemi)",413362,7424036
"97330  Rattosjärvi (Pello)",405364,7413984
"97335  Ruuhivaara (Pello)",392429,7417452
"97340  Meltaus-Jääskö-Perttaus (Rovaniemi)",431788,7433685
"97370  Unarin-Luusua (Sodankylä)",446999,7448963
"97380  Kukasranta (Sodankylä)",437391,7449215
"97390  Kierinki (Sodankylä)",436604,7458526
"97420  Lohiniva (Kittilä)",413851,7458652
"97430  Taapajärvi (Kolari)",398427,7453609
"97470  Alakylä-Sailehto (Kittilä)",409042,7472141
"97510  Vikajärvi (Rovaniemi)",472882,7386371
"97520  Nampa (Rovaniemi)",467661,7401420
"97530  Nampa-Yli-Nampa (Rovaniemi)",467069,7412014
"97540  Tiainen (Rovaniemi)",462444,7426662
"97580  Misi (Rovaniemi)",483847,7392938
"97590  Raajärvi (Kemijärvi)",494074,7380407
"97610  Oikarainen (Rovaniemi)",463019,7370572
"97615  Tennirova (Rovaniemi)",475118,7366050
"97620  Viiri-Tennirova (Rovaniemi)",477644,7367092
"97625  Vanttauskoski (Rovaniemi)",485662,7367846
"97630  Pekkala (Rovaniemi)",496849,7362830
"97635  Juuniemi (Rovaniemi)",505150,7359379
"97645  Juujärvi (Kemijärvi)",512417,7366080
"97650  Juotas (Rovaniemi)",494931,7352713
"97655  Autti (Rovaniemi)",507376,7349857
"97665  Pohjasperä (Ranua)",505027,7340680
"97670  Kivitaipale (Rovaniemi)",449328,7359981
"97675  Narkaus-Kämät (Rovaniemi)",468926,7358096
"97680  Saari-Kämä (Rovaniemi)",460802,7341671
"97685  Siika-Kämä (Rovaniemi)",475988,7345433
"97690  Sulaoja (Rovaniemi)",444517,7346253
"97700  Ranua Keskus (Ranua)",477467,7314019
"97715  Raiskio (Ranua)",451985,7312307
"97720  Yli-Simo-Raiskio (Ranua)",468125,7333389
"97760  Saariharju (Ranua)",510337,7311629
"97765  Kuha-Impiö-Itäranua (Ranua)",512068,7319668
"97780  Kuukasjärvi-Petäjäjärvi (Ranua)",496238,7299090
"97785  Kelankylä (Ranua)",499864,7290422
"97810  Suorsa (Posio)",518011,7349371
"97815  Pernu-Suorsa (Posio)",525981,7344871
"97820  Perä-Posio (Posio)",538814,7339897
"97840  Lehtiniemi (Posio)",542773,7349054
"97850  Ristilä (Posio)",535213,7361370
"97870  Jumisko (Posio)",545097,7364623
"97880  Nolimo-Jumisko (Posio)",552844,7366004
"97890  Karjalaisenniemi (Posio)",557729,7350726
"97895  Mourujärvi (Posio)",564669,7359754
"97900  Posio Keskus (Posio)",545067,7327948
"97920  Suonnankylä (Posio)",564442,7339114
"97925  Tolva (Posio)",572653,7342238
"97940  Lohiranta (Posio)",573319,7324001
"97950  Säikkä (Posio)",554495,7317824
"97960  Kuloharju-Säikkä (Posio)",555795,7312496
"97965  Kynsilä (Posio)",563028,7308892
"97970  Sirniö (Posio)",554019,7302816
"97980  Anetjärvi (Posio)",542767,7309100
"97999  Köngäs (Kittilä)",382735,7545294
"98100  Kemijärvi Keskus (Kemijärvi)",498504,7405777
"98120  Särkikangas (Kemijärvi)",516638,7400902
"98230  Luusua-Karsimus (Kemijärvi)",516511,7374398
"98310  Karvakko (Kemijärvi)",513133,7405009
"98350  Tapionniemi (Kemijärvi)",510868,7422582
"98360  Vuostimo (Kemijärvi)",521739,7428995
"98400  Isokylä-Ryti-Lehtola (Kemijärvi)",530563,7398977
"98420  Ryti-Lehtola (Kemijärvi)",528576,7380564
"98440  Kallaanvaara (Kemijärvi)",522586,7399769
"98450  Kostamo (Kemijärvi)",528170,7418518
"98500  Pelkosenniemi Keskus (Pelkosenniemi)",529126,7443985
"98510  Saunavaara (Pelkosenniemi)",522020,7437105
"98530  Pyhätunturi (Pelkosenniemi)",503262,7437005
"98550  Suvanto (Pelkosenniemi)",509370,7450090
"98560  Kairala-Luiro (Pelkosenniemi)",518545,7453863
"98570  Aapajärvi (Pelkosenniemi)",509879,7466491
"98580  Luiro (Pelkosenniemi)",523746,7460668
"98600  Kursu (Salla)",551625,7407096
"98620  Pahkakumpu (Salla)",543194,7424394
"98630  Ahvenselkä (Pelkosenniemi)",545619,7435720
"98660  Salmivaara (Salla)",562280,7410215
"98710  Joutsijärvi (Kemijärvi)",541222,7399334
"98720  Suomutunturi (Kemijärvi)",544495,7383716
"98760  Hirvasvaara-Paloperä (Salla)",567635,7384162
"98770  Aholanvaara (Salla)",578804,7381876
"98780  Maaninkavaara (Posio)",567214,7370241
"98790  Paloperä (Salla)",554834,7376360
"98800  Savukoski Keskus-Värriö (Savukoski)",554348,7466594
"98810  Lunkkaus (Savukoski)",536414,7459853
"98820  Värriö (Savukoski)",540234,7491818
"98830  Martti-Ruuvaoja (Savukoski)",575729,7518169
"98840  Ruuvaoja (Savukoski)",561046,7503342
"98850  Kuosku (Savukoski)",561981,7455683
"98900  Salla Keskus (Salla)",566092,7419993
"98920  Kelloselkä (Salla)",585098,7421439
"98930  Kotalankylä (Salla)",586122,7438331
"98950  Saija (Salla)",574208,7449106
"98960  Naruska (Salla)",599034,7474403
"98970  Onkamojärvi (Salla)",589406,7405403
"98980  Kallunki-Niemelä (Salla)",588487,7392706
"98995  Hautajärvi (Salla)",596195,7379789
"99100  Kittilä Keskus (Kittilä)",404004,7507248
"99110  Kaukonen (Kittilä)",413463,7483562
"99120  Kallo (Kittilä)",392437,7482394
"99130  Sirkka-Rauhala (Kittilä)",402219,7525783
"99135  Rauhala (Kittilä)",382225,7537454
"99140  Köngäs-Hanhivaara (Kittilä)",412050,7537202
"99150  Tepasto (Kittilä)",400761,7549323
"99160  Lompolo-Pulju (Kittilä)",411299,7555728
"99170  Pulju (Kittilä)",408824,7572406
"99180  Rautusjärvi (Kittilä)",416036,7528916
"99190  Hanhimaa (Kittilä)",427871,7553197
"99195  Pokka (Kittilä)",446593,7561158
"99230  Jeesiöjärvi (Kittilä)",435819,7512187
"99240  Kuivasalmi (Kittilä)",426180,7520858
"99250  Kiistala-Jeesiöjärvi (Kittilä)",444893,7529363
"99270  Hormakumpu (Kittilä)",422893,7500104
"99280  Tepsa (Kittilä)",444664,7500010
"99290  Kelontekemä (Kittilä)",436515,7490903
"99300  Muonio Keskus (Muonio)",371208,7538825
"99310  Yli-Muonio (Muonio)",356642,7558496
"99320  Kätkäsuvanto (Muonio)",349795,7563040
"99330  Pallastunturi (Muonio)",376723,7550135
"99340  Raattama-Pallastunturi (Kittilä)",387411,7561928
"99360  Kangosjärvi (Muonio)",359590,7522719
"99400  Enontekiö Keskus (Enontekiö)",358621,7586776
"99410  Vuontisjärvi (Enontekiö)",379157,7601989
"99420  Peltovuoma (Enontekiö)",385571,7583889
"99430  Nunnanen (Enontekiö)",410291,7598860
"99440  Leppäjärvi (Enontekiö)",358320,7612851
"99450  Palojoensuu-Kuttanen (Enontekiö)",340984,7580899
"99460  Kuttanen (Enontekiö)",332532,7604810
"99470  Karesuvanto (Enontekiö)",300852,7636261
"99490  Kilpisjärvi (Enontekiö)",261309,7669372
"99510  Raudanjoki-Seipäjärvi (Sodankylä)",471733,7438366
"99520  Seipäjärvi (Sodankylä)",466942,7450948
"99530  Vuojärvi (Sodankylä)",484836,7438824
"99540  Torvinen (Sodankylä)",481879,7454525
"99550  Aska-Orakylä (Sodankylä)",489942,7461081
"99555  Luosto (Sodankylä)",495650,7452575
"99560  Orakylä (Sodankylä)",495242,7469914
"99600  Sodankylä Keskus (Sodankylä)",479927,7539253
"99610  Siurunmaa (Sodankylä)",493084,7483028
"99620  Kelujärvi (Sodankylä)",502728,7483854
"99640  Tanhua (Savukoski)",525298,7486818
"99645  Lokka (Sodankylä)",534080,7525301
"99650  Sattanen (Sodankylä)",483645,7488832
"99655  Sattasvaara (Sodankylä)",465090,7508162
"99660  Kersilö (Sodankylä)",486700,7495864
"99665  Moskuvaara (Sodankylä)",507350,7510337
"99670  Petkula (Sodankylä)",487812,7511158
"99690  Vuotso (Sodankylä)",520023,7556430
"99695  Tankavaara (Sodankylä)",506848,7562842
"99710  Vaalajärvi (Sodankylä)",460481,7478566
"99720  Riipi (Sodankylä)",463907,7467247
"99740  Syväjärvi (Sodankylä)",452777,7463923
"99750  Sassali (Sodankylä)",449527,7460019
"99760  Uimaniemi (Sodankylä)",444678,7455448
"99770  Jeesiö (Sodankylä)",455783,7490587
"99800  Ivalo (Inari)",512683,7625472
"99830  Saariselkä (Inari)",517244,7586650
"99860  Nellim (Inari)",559879,7666517
"99870  Inari Keskus-Lemmenjoki (Inari)",484292,7648771
"99885  Lemmenjoki (Inari)",457991,7622123
"99910  Kaamanen-Partakko (Inari)",501485,7678364
"99930  Sevettijärvi-Näätämö (Inari)",544895,7710278
"99940  Näätämö (Inari)",581949,7714377
"99950  Karigasniemi (Utsjoki)",471619,7700224
"99980  Utsjoki Keskus (Utsjoki)",497850,7729733
"99990  Nuorgam (Utsjoki)",539074,7750572
