STATE,ST,TIMEZONE,TZ
Drenthe,01,Central European Time,CET
Friesland,02,Central European Time,CET
Gelderland,03,Central European Time,CET
Groningen,04,Central European Time,CET
Limburg,05,Central European Time,CET
Noord-brabant,06,Central European Time,CET
Noord-holland,07,Central European Time,CET
Utrecht,09,Central European Time,CET
Zeeland,10,Central European Time,CET
Zuid-holland,11,Central European Time,CET
Overijssel,15,Central European Time,CET
Flevoland,16,Central European Time,CET
