STATE,ST,TIMEZONE,TZ
Lefkosia,01,Eastern European Time,EET
Lemesos,02,Eastern European Time,EET
Larnaka,03,Eastern European Time,EET
Ammochostos,04,Eastern European Time,EET
Pafos,05,Eastern European Time,EET
Keryneia,06,Eastern European Time,EET
