FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
2000,12,Haldwani,UK,UTTARAKHAND,0.116,0.1058,0.035,0.23,0.456
