STATE,ST,TIMEZONE,TZ
Møre Og Romsdal,08,Central European Time,CET
Nordland,09,Central European Time,CET
Oslo,12,Central European Time,CET
Rogaland,14,Central European Time,CET
Trøndelag,21,Central European Time,CET
Viken,30,Central European Time,CET
Innlandet,34,Central European Time,CET
Vestfold Og Telemark,38,Central European Time,CET
Agder,42,Central European Time,CET
Vestland,46,Central European Time,CET
Troms Og Finnmark,54,Central European Time,CET
