45,10045,Suure-Jaani Perearstikeskus,Tallinna 11,Põhja-Sakala vald,Järva Maakond,71502,,,,,,,58.5375375,25.4698067
46,10046,Keila Perearstikeskus,Keskväljak 12a,Keila,Lääne Maakond,76607,,,,,,,59.3094795,24.4225394
47,10047,Emmaste Kliinik,,Hiiumaa vald,Saare Maakond,92412,,,,,,,58.7069915,22.5866273
48,10048,Rannu perearsti punkt,,Elva,Valga Maakond,61507,,,,,,,58.248592,26.1908776
