304,10304,23-ти ДКЦ,Клисура 20,София,София (столица),1517,,,,,,,42.7068985,23.3533343
305,10305,Специализирана болница за рехабилитация,,Котел,Търговище,8970,,,,,,,42.891696,26.4371048
306,10306,"МБАЛ ""Св. Николай Чудотворец""",Улица Каблешков 2,Лом,Видин,3600,,,,,,,43.828061,23.2314199
