970,10970,Hospital Doña Blasa. Residencia de Ancianos,,Villarramiel,Castilla - Leon,34350,,,,,,,42.0433278,-4.9111966
971,10971,Consultorio Local,,Villaescusa de Haro,Castilla - La Mancha,16647,,,,,,,39.5963214,-2.6752224
972,10972,C.A.E. Galdar,Calle Benartemi nan,,Canarias,,,,,,,,28.1439453,-15.6540126
973,10973,Clínica Sant Josep,,Manresa,Cataluna,08241,,,,,,,41.7226942,1.831739
974,10974,Clínic Balear,,,Baleares,,,,,,,,39.500376,2.7518634
